children,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,Method that uses the variable:getChildren,"Changes the type to ""nodeCachingLinkedList(ApacheCommonsCollections)""",Not found
childList,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,Method that uses the variable:addChild,"Changes the type to ""nodeCachingLinkedList(ApacheCommonsCollections)""","Not doing, uses unbenched operations size and toarray"
elements,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,Method that uses the variable:build,"Changes the type to ""treeList(ApacheCommonsCollections)""","Not doing, uses unbenched operation size"
names,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDomComparator>,Method that uses the variable:compareInternal,"Changes the type to ""linkedHashMap""","Not doing, uses unbenched operation containsKey"
arrays,Lcom/thoughtworks/xstream/mapper/AnnotationMapper>,Method that uses the variable:cacheConverter,"Changes the type to ""nodeCachingLinkedList(ApacheCommonsCollections)""",Done
annotations,Lcom/thoughtworks/xstream/mapper/AnnotationMapper>,Method that uses the variable:processConverterAnnotations,"Changes the type to ""nodeCachingLinkedList(ApacheCommonsCollections)""","Not doing, comes from another class"
unknownElementsToIgnore,Lcom/thoughtworks/xstream/mapper/ElementIgnoringMapper>,Method that uses the variable:isIgnoredElement,"Changes the type to ""hashSet""","Not doing, variable is protected and so can be used differently from child classes"
wrapperMap,Lcom/thoughtworks/xstream/mapper/MapperWrapper>,Method that uses the variable:<init>,"Changes the type to ""linkedHashMap""","Not doing, uses unbenched operation containsKey"
packageToName,Lcom/thoughtworks/xstream/mapper/PackageAliasingMapper>,Method that uses the variable:addPackageAlias,"Changes the type to ""hashMap""","No doing, change of behavior, TreeMap"
packageToName,Lcom/thoughtworks/xstream/mapper/PackageAliasingMapper>,Method that uses the variable:serializedClass,"Changes the type to ""synchronizedHashMap""","No doing, change of behavior, TreeMap"
permissions,Lcom/thoughtworks/xstream/mapper/SecurityMapper>,Method that uses the variable:realClass,"Changes the type to ""arrayList""","Not doing, conflicting recommendations"
permissions,Lcom/thoughtworks/xstream/mapper/SecurityMapper>,Method that uses the variable:addPermission,"Changes the type to ""treeList(ApacheCommonsCollections)""","Not doing, conflicting recommendations"
nameToAlias,Lcom/thoughtworks/xstream/mapper/SystemAttributeAliasingMapper>,Method that uses the variable:aliasForSystemAttribute,"Changes the type to ""synchronizedHashMap""","Not doing, comes from another class"
